Vector(0,1,1).normalize().multiply(3.0) = End vector:0.0,2.1213203435596424,2.1213203435596424/ntimeLapsed,x,y,z
4.0,0.0,4.0,0.0
5.0,0.0,6.12125,2.12125
6.0,0.0,8.121675038933754,4.051587555631995
7.0,0.0,10.003691613718033,5.808194781882228
8.0,0.0,11.769667891377365,7.406707403838797
9.0,0.0,13.421924675640955,8.861353931741938
10.0,0.0,14.962736354207692,10.18508231028342
11.0,0.0,16.394331827065866,11.389675169472326
12.0,0.0,17.718895416246514,12.485854702925936
13.0,0.0,18.938567757381715,13.483378107117172
14.0,0.0,20.05544667343174,14.39112443109229
15.0,0.0,21.071588030937658,15.217173609716243
16.0,0.0,21.98900657914894,15.96887838392804
17.0,0.0,22.809676772368483,16.65292974817502
18.0,0.0,23.5355335758508,17.27541650757973
19.0,0.0,24.16847325558221,17.841879474963385
20.0,0.0,24.71035415226548,18.357360790138593
21.0,0.0,25.162997439824764,18.826448800467066
22.0,0.0,25.52818786874047,19.2533189021683
23.0,0.0,25.80767449451744,19.641770705911537
24.0,0.0,26.003171391583773,19.995261857505437
25.0,0.0,26.116358352911707,20.31693881472656
26.0,0.0,26.148881575646072,20.609664854234094
27.0,0.0,26.102354333020205,20.876045557862998
28.0,0.0,25.97835763283354,21.11845200515141
29.0,0.0,25.778440862759677,21.33904187854123
30.0,0.0,25.504122422748303,21.539778669111165
31.0,0.0,25.156890344779068,21.722449153794336
32.0,0.0,24.738202900220415,21.888679299646746
33.0,0.0,24.249489195041225,22.039948736732
34.0,0.0,23.692149753118265,22.17760392844678
35.0,0.0,23.067557087877482,22.30287015651738
36.0,0.0,22.377056262502474,22.416862427346864
37.0,0.0,21.62196543893883,22.52059539679126
38.0,0.0,20.803576415918364,22.614992401706168
39.0,0.0,19.923155156222897,22.700893678654392
40.0,0.0,18.98194230340276,22.779063842930128
41.0,0.0,17.981153688160937,22.850198694471143
42.0,0.0,16.92198082460954,22.91493141123905
43.0,0.0,15.805591396601177,22.97383818519553
44.0,0.0,14.63312973433366,23.027443351040816
45.0,0.0,13.405717281422685,23.07622405336588
46.0,0.0,12.124453052633015,23.120614493761014
47.0,0.0,10.790414082455085,23.16100979568477
48.0,0.0,9.40465586471006,23.197769521494795
49.0,0.0,7.968212783362816,23.231220872945983
50.0,0.0,6.48209853471866,23.26166160364386
51.0,0.0,4.947306541176129,23.289362669377265
