"Vector(0,1,2).normalize().multiply(3.0) = End vector:0.0,1.3416407864998738,2.6832815729997477"
timeLapsed,x,y,z

5.0,0.0,4.0,0.0
5.0,0.0,5.3416250000000005,2.68325
7.0,0.0,6.578017524063588,4.148304670169949
7.0,0.0,7.7112822197023405,5.4815044584471915
9.0,0.0,8.743481641517747,6.694716300744037
10.0,0.0,9.676637093058607,7.798739109051914
11.0,0.0,10.5127294518413,8.803399893566231
12.0,0.0,11.253699977869656,9.717641233822539
13.0,0.0,11.901451105984458,10.549600877432711
13.0,0.0,12.457847222365958,11.30668417493698
15.0,0.0,12.924715425506362,11.995629995521162
16.0,0.0,13.303846271962882,12.622570710321092
17.0,0.0,13.596994507195742,13.193086777231203
18.0,0.0,13.805879781789423,13.712256413081784
19.0,0.0,13.932187353349523,14.184700795321577
20.0,0.0,13.977568774361668,14.614625195550136
20.0,0.0,13.943642566293272,15.00585641103334
21.0,0.0,13.831994880213275,15.361876827383504
23.0,0.0,13.644180144199488,15.68585541559916
23.0,0.0,13.381721697797817,15.980675939372084
24.0,0.0,13.0461124137923,16.24896262373742
25.0,0.0,12.638815307539778,16.493103513545975
27.0,0.0,12.16126413411785,16.71527172967461
27.0,0.0,11.614863973529918,16.917444812178257
29.0,0.0,11.000991804206109,17.10142232255878
29.0,0.0,10.320997065034215,17.268841861830055
31.0,0.0,9.57620220615001,17.42119364695767
32.0,0.0,8.767903228711774,17.55983377541938
32.0,0.0,7.897370213879345,17.685996295955523
34.0,0.0,6.965847841213586,17.800804192952157
35.0,0.0,5.9745558967078845,17.90527938223005
36.0,0.0,4.9246897706590245,18.0003518072129
36.0,0.0,4.0,18.086867716440672
40.0,0.0,4.0,18.20858349699765
