attempt,timeLapsed,x,y,z
2,4.0,0.0,4.0,0.0
2,5.0,0.0,6.68325,1.341625
2,6.0,0.0,9.234435049653055,2.562503785185516
2,7.0,0.0,11.656196445447161,3.673503511723156
2,8.0,0.0,13.95112265799094,4.684513292009536
2,9.0,0.0,16.121750388530206,5.604532218584928
2,10.0,0.0,18.170565604334247,6.441749465896992
2,11.0,0.0,20.100004553374376,7.203617182907866
2,12.0,0.0,21.912454758708954,7.896916825368537
2,13.0,0.0,23.610255992980704,8.527819518190254
2,14.0,0.0,25.195701233424128,9.101940985204099
2,15.0,0.0,26.671037597772774,9.624391535243632
2,16.0,0.0,28.038467261448375,10.099821549481417
2,17.0,0.0,29.300148356406236,10.53246287490645
2,18.0,0.0,30.45819585200372,10.9261664923897
2,19.0,0.0,31.514682418251375,11.284436794624748
2,20.0,0.0,32.471639271799084,11.610462779054652
2,21.0,0.0,33.331057005002464,11.907146433436237
2,22.0,0.0,34.094886398407986,12.177128566704319
2,23.0,0.0,34.76503921698841,12.422812315058836
2,24.0,0.0,35.3433889904535,12.64638453250476
2,25.0,0.0,35.83177177795455,12.849835256243965
2,26.0,0.0,36.231986917494865,13.034975420182349
2,27.0,0.0,36.545797760351995,13.203452974221772
2,28.0,0.0,36.77493239081157,13.356767552816148
2,29.0,0.0,36.92108433150647,13.496283823357864
2,30.0,0.0,36.98591323464922,13.623243633209785
2,31.0,0.0,36.971045559439744,13.738777063504688
2,32.0,0.0,36.878075235925,13.843912488103035
2,33.0,0.0,36.70856431558141,13.939585727244816
2,34.0,0.0,36.464043608885646,14.026648377372968
2,35.0,0.0,36.14601331013406,14.105875391272894
2,36.0,0.0,35.75594360976567,14.177971975999638
2,37.0,0.0,35.29527529443879,14.243579869991784
2,38.0,0.0,34.765420335106015,14.303283055245272
2,39.0,0.0,34.16776246332783,14.357612955391724
2,40.0,0.0,33.50365773605992,14.407053165949854
2,41.0,0.0,32.774435089144696,14.452043758854373
2,42.0,0.0,31.981396879733076,14.492985199577411
2,43.0,0.0,31.125819417857805,14.530241911709108
2,44.0,0.0,30.208953487375318,14.564145520726049
2,45.0,0.0,29.23202485648877,14.594997805820622
2,46.0,0.0,28.196234778060642,14.623073386065817
2,47.0,0.0,27.10276047991907,14.648622164825255
2,48.0,0.0,25.95275564535808,14.671871554166387
2,49.0,0.0,24.74735088402783,14.693028499076556
2,50.0,0.0,23.487654193407035,14.712281319499674
2,51.0,0.0,22.17475141104597,14.729801386589637
2,52.0,0.0,20.809706657764615,14.745744648100985
2,53.0,0.0,19.393562771986844,14.76025301649444
2,54.0,0.0,17.927341735387948,14.77345563211298
2,55.0,0.0,16.412045090029206,14.785470012672105
2,56.0,0.0,14.848654347149768,14.796403099295999
2,57.0,0.0,13.23813138778273,14.806352208410473
2,58.0,0.0,11.581418855358864,14.81540589796557
2,59.0,0.0,9.879440540458313,14.823644755698151
2,60.0,0.0,8.133101757867234,14.831142116450872
2,61.0,0.0,6.343289716093329,14.837964714932475
2,62.0,0.0,4.510873879491068,14.844173279729663
3,3.0,0.0,4.0,0.0
3,4.0,0.0,6.68325,1.341625
3,5.0,0.0,9.234435049653055,2.0741523350849747
3,6.0,0.0,11.656196445447161,2.7407522292235957
3,7.0,0.0,13.95112265799094,3.3473581503720187
3,8.0,0.0,16.121750388530206,3.899369554525957
3,9.0,0.0,18.170565604334247,4.401699946783116
3,10.0,0.0,20.100004553374376,4.858820616911269
3,11.0,0.0,21.912454758708954,5.274800438716356
3,12.0,0.0,23.610255992980704,5.65334208746849
3,13.0,0.0,25.195701233424128,5.997814997760581
3,14.0,0.0,26.671037597772774,6.311285355160546
3,15.0,0.0,28.038467261448375,6.5965433886156015
